,StockCode,Total_Sales,Total_Quantity_Purchase,Frequency,Mean_diff_purchase,Description
1904,23049,3896.840000000002,456,186,2.47787610619469,RECYCLED ACAPULCO MAT RED
1905,23050,4286.550000000002,497,205,2.3728813559322033,RECYCLED ACAPULCO MAT GREEN
1906,23051,3223.4900000000016,365,162,2.6923076923076925,RECYCLED ACAPULCO MAT BLUE
1907,23052,5949.340000000006,654,278,2.0588235294117645,RECYCLED ACAPULCO MAT TURQUOISE
1908,23053,3262.5700000000024,365,165,2.857142857142857,RECYCLED ACAPULCO MAT PINK
1909,23054,2621.4300000000017,297,131,3.076923076923077,RECYCLED ACAPULCO MAT LAVENDER
1910,23055,1401.43,658,41,7.090909090909091,IVORY CHANDELIER T-LIGHT HOLDER
1911,23056,2916.87,966,43,6.882352941176471,FLOWERS CHANDELIER T-LIGHT HOLDER
1912,23057,1783.52,776,48,6.184210526315789,BEADED CHANDELIER T-LIGHT HOLDER
1913,23058,430.86,490,48,2.774193548387097,CHRISTMAS HANGING SNOWFLAKE
1914,23060,528.1699999999998,249,44,6.0256410256410255,HEART BEADED TRELLIS DECORATION
1915,23061,1355.1800000000007,1033,120,2.659090909090909,VINTAGE EMBOSSED HEART
1916,23064,3717.5600000000004,221,23,11.842105263157896,CINDERELLA CHANDELIER 
1917,23065,3439.94,274,100,3.5,LARGE DECO JEWELLERY STAND
1918,23066,2137.8100000000004,259,85,3.7301587301587302,SMALL DECO JEWELLERY STAND
1919,23067,1249.1100000000006,297,85,3.546875,HANGING ENGRAVED METAL HEART
1920,23068,1976.8900000000026,813,139,2.4479166666666665,ALUMINIUM STAMPED HEART
1921,23069,568.71,90,33,7.566666666666666,EDWARDIAN PHOTO FRAME
1922,23070,709.54,160,44,5.093023255813954,EDWARDIAN HEART PHOTO FRAME
1923,23071,1255.1,319,24,12.944444444444445,MARIE ANTOINETTE TRINKET BOX GOLD
1924,23072,1273.76,334,30,7.678571428571429,MARIE ANTOINETTE TRINKET BOX SILVER
1925,23073,1718.9999999999998,144,62,4.588235294117647,GEORGIAN TRINKET BOX
1926,23074,555.5899999999999,250,49,2.225,EMBOSSED HEART TRINKET BOX
1927,23075,1981.0499999999988,477,83,3.5606060606060606,PARLOUR CERAMIC WALL HOOK
1928,23076,9965.759999999995,8100,278,1.7333333333333334,ICE CREAM SUNDAE LIP GLOSS
1929,23077,13720.769999999991,10415,345,1.6560509554140128,DOUGHNUT LIP GLOSS 
1930,23078,8553.34,6831,257,1.7808219178082192,ICE CREAM PEN LIP GLOSS 
1931,23079,2243.3500000000017,253,109,2.7532467532467533,TOADSTOOL BEDSIDE LIGHT 
1932,23080,9158.87,1079,264,1.6307692307692307,RED METAL BOX TOP SECRET
1933,23081,4046.5000000000014,484,140,2.2903225806451615,GREEN METAL BOX ARMY SUPPLIES
1934,23082,8577.509999999998,2333,307,1.5703703703703704,SET 6 PAPER TABLE LANTERN HEARTS 
1935,23083,7254.650000000003,1933,250,2.0392156862745097,SET 6 PAPER TABLE LANTERN STARS 
1936,23084,66964.99000000028,30788,1036,1.5661764705882353,RABBIT NIGHT LIGHT
1937,23085,3635.2300000000014,381,87,3.5689655172413794,ANTIQUE SILVER BAUBLE LAMP  
1938,23086,1455.18,1228,48,5.447368421052632,ZINC  STAR T-LIGHT HOLDER 
1939,23087,1090.6600000000003,868,69,3.9622641509433962,ZINC  HEART T-LIGHT HOLDER
1940,23088,1033.2800000000002,795,79,3.6379310344827585,ZINC HEART FLOWER T-LIGHT HOLDER
1941,23089,4217.729999999996,2355,229,1.6614173228346456,GLASS BON BON JAR
1942,23090,1870.860000000003,2238,153,2.4939759036144578,VINTAGE GLASS T-LIGHT HOLDER
1943,23091,3725.0700000000006,591,217,2.019047619047619,ZINC HERB GARDEN CONTAINER
1944,23092,3773.5800000000036,525,136,2.4642857142857144,LARGE ANTIQUE WHITE PHOTO FRAME
1945,23093,2244.220000000002,941,144,2.163265306122449,SMALL PARISIENNE HEART PHOTO FRAME 
1946,23094,1924.92,152,79,3.1176470588235294,LE GRAND TRAY CHIC SET
1947,23096,1759.789999999998,1047,148,2.3152173913043477,PETIT TRAY CHIC
1948,23099,925.3499999999996,137,59,4.224489795918367,FRENCH CARRIAGE LANTERN
1949,23100,2743.1300000000015,2169,266,1.9813084112149533,SILVER BELLS TABLE DECORATION
1950,23101,1744.6100000000035,2037,219,2.1530612244897958,SILVER STARS TABLE DECORATION
1951,23102,1086.650000000001,1288,162,2.32967032967033,SILVER HEARTS TABLE DECORATION
1952,23103,6859.359999999996,4080,383,1.593984962406015,JINGLE BELL HEART DECORATION
1953,23104,1405.42,118,46,5.435897435897436,IVORY CAFE HANGING LAMP 
1954,23106,815.5899999999997,291,53,4.565217391304348,ZINC HEARTS PLANT POT HOLDER
1955,23107,1009.5099999999996,359,73,3.9074074074074074,WHITE HEARTS WIRE PLANT POT HOLDER
1956,23108,13303.019999999997,2221,375,1.4421768707482994,SET OF 10 LED DOLLY LIGHTS
1957,23109,6878.370000000017,2401,277,1.7520661157024793,PACK OF SIX LED TEA LIGHTS
1958,23110,4158.680000000001,702,257,1.669291338582677,PARISIENNE KEY CABINET 
1959,23111,3839.24,312,139,2.32967032967033,PARISIENNE SEWING BOX
1960,23112,4514.580000000004,547,242,1.6434108527131783,PARISIENNE CURIO CABINET
1961,23113,5868.5000000000055,1154,57,2.1538461538461537,PANTRY CHOPPING BOARD
1962,23114,737.95,149,45,2.5,VINTAGE LEAF CHOPPING BOARD  
1963,23115,785.17,155,47,2.0588235294117645,RED APPLES CHOPPING BOARD   
1964,23116,392.3399999999999,78,23,3.3333333333333335,VEGETABLE GARDEN CHOPPING BOARD
1965,23117,501.22999999999985,93,45,2.1875,POPPY FIELDS CHOPPING BOARD
1966,23118,6102.18,813,258,1.717741935483871,PARISIENNE JEWELLERY DRAWER 
1967,23119,1402.3200000000031,2283,152,1.9444444444444444,PACK OF 6 LARGE FRUIT STRAWS 
1968,23120,695.4099999999994,1716,113,2.464788732394366,PACK OF 6 SMALL FRUIT STRAWS
1969,23121,1002.5400000000006,2506,120,2.3333333333333335,PACK OF 6 COCKTAIL PARASOL STRAWS
1970,23122,1727.7500000000023,2253,138,2.0833333333333335,PARTY CHARMS 50 PIECES
1971,23123,760.4000000000007,936,96,2.6923076923076925,COCKTAIL SWORDS 50 PIECES
1972,23124,751.3800000000002,567,43,5.0,18PC WOODEN CUTLERY SET DISPOSABLE
1973,23125,574.8800000000002,459,38,6.25,6PC WOOD PLATE SET DISPOSABLE
1974,23126,5556.789999999997,1114,298,1.88,FELTCRAFT GIRL AMELIE KIT
1975,23127,3763.9500000000016,737,197,2.256,FELTCRAFT GIRL NICOLE KIT
1976,23128,2283.41,453,142,2.81,FELTCRAFT BOY JEAN-PAUL KIT
1977,23129,3999.499999999997,950,172,2.4698795180722892,HEART SHAPED HOLLY WREATH
1978,23130,3988.979999999998,962,184,2.336842105263158,MISTLETOE HEART WREATH GREEN
1979,23131,3840.1300000000024,943,117,2.7023809523809526,MISTLETOE HEART WREATH CREAM
1980,23132,5219.100000000001,1034,155,2.2285714285714286,SMALL IVORY HEART WALL ORGANISER
1981,23133,5525.4000000000015,782,155,2.177570093457944,LARGE IVORY HEART WALL ORGANISER
1982,23134,6431.11,1065,38,6.6571428571428575,LARGE ZINC HEART WALL ORGANISER
1983,23135,5416.180000000001,1541,45,6.157894736842105,SMALL ZINC HEART WALL ORGANISER
1984,23136,511.88999999999993,135,49,5.523809523809524,IVORY WIRE SWEETHEART LETTER TRAY
1985,23137,275.62,83,23,11.047619047619047,ZINC WIRE SWEETHEART LETTER TRAY
1986,23138,1238.7600000000004,884,87,3.80327868852459,SINGLE WIRE HOOK IVORY HEART
1987,23139,530.15,415,29,8.923076923076923,SINGLE WIRE HOOK PINK HEART
1988,23140,766.0999999999998,182,52,5.318181818181818,TRIPLE WIRE HOOK IVORY HEART
1989,23141,272.90999999999997,79,25,9.75,TRIPLE WIRE HOOK PINK HEART
1990,23142,1220.8200000000004,121,40,7.733333333333333,IVORY WIRE KITCHEN ORGANISER
1991,23143,239.97000000000003,30,16,15.642857142857142,ZINC WIRE KITCHEN ORGANISER
1992,23144,4197.830000000007,5089,275,1.6223776223776223,ZINC T-LIGHT HOLDER STARS SMALL
1993,23145,1979.4800000000034,2084,170,2.0714285714285716,ZINC T-LIGHT HOLDER STAR LARGE
1994,23146,2655.1299999999956,801,234,1.8870967741935485,TRIPLE HOOK ANTIQUE IVORY ROSE
1995,23147,2755.100000000002,1870,266,1.669064748201439,SINGLE ANTIQUE ROSE HOOK IVORY
1996,23148,1820.4600000000046,2144,257,1.7846153846153847,MINIATURE ANTIQUE ROSE HOOK IVORY
1997,23149,251.45,99,21,11.578947368421053,ANTIQUE IVORY WIRE BOWL SMALL
1998,23150,390.75,148,49,5.395348837209302,IVORY SWEETHEART SOAP DISH
1999,23151,116.82,62,22,11.473684210526315,ZINC SWEETHEART SOAP DISH
2000,23152,2095.6500000000005,558,162,2.099099099099099,IVORY SWEETHEART WIRE LETTER RACK 
2001,23153,1020.6900000000002,263,90,3.3098591549295775,ZINC SWEETHEART WIRE LETTER RACK
2002,23154,5907.359999999997,2732,249,1.7862068965517242,SET OF 4 JAM JAR MAGNETS
2003,23155,1914.730000000002,2233,137,2.8461538461538463,KNICKERBOCKERGLORY MAGNET ASSORTED 
2004,23156,3437.8499999999985,1672,212,2.0234375,SET OF 5 MINI GROCERY MAGNETS
2005,23157,5170.0999999999985,2570,171,3.0481927710843375,SET OF 6 NATIVITY MAGNETS 
2006,23158,5517.99000000001,2635,257,1.85,SET OF 5 LUCKY CAT MAGNETS 
2007,23159,4771.759999999999,2321,230,1.8905109489051095,SET OF 5 PANCAKE DAY MAGNETS
2008,23160,1809.4800000000007,1462,77,3.4375,REGENCY TEA SPOON
2009,23161,2145.3000000000015,1715,98,2.8947368421052633,REGENCY CAKE FORK
2010,23162,5143.690000000001,1412,176,2.1121495327102804,REGENCY TEA STRAINER
2011,23163,4515.220000000006,1832,209,1.7121212121212122,REGENCY SUGAR TONGS
2012,23164,2718.6500000000015,578,92,3.0555555555555554,REGENCY CAKE SLICE
2013,23165,5147.660000000004,3118,286,1.6106870229007633,LARGE CERAMIC TOP STORAGE JAR
2014,23166,81700.92000000007,78033,250,2.6,MEDIUM CERAMIC TOP STORAGE JAR
2015,23167,4476.010000000005,5847,238,1.669291338582677,SMALL CERAMIC TOP STORAGE JAR 
2016,23168,4559.920000000002,3292,343,1.4452054794520548,CLASSIC CAFE SUGAR DISPENSER
2017,23169,6671.1399999999885,1558,317,1.435374149659864,CLASSIC GLASS COOKIE JAR
2018,23170,11117.050000000007,6869,446,1.3481012658227849,REGENCY TEA PLATE ROSES 
2019,23171,10051.990000000016,6247,383,1.3831168831168832,REGENCY TEA PLATE GREEN 
2020,23172,6360.910000000012,3871,306,1.5323741007194245,REGENCY TEA PLATE PINK
2021,23173,24918.93000000009,2770,425,1.3148148148148149,REGENCY TEAPOT ROSES 
2022,23174,12350.730000000032,3057,325,1.4895104895104896,REGENCY SUGAR BOWL GREEN
2023,23175,9600.149999999981,3164,332,1.5777777777777777,REGENCY MILK JUG PINK 
2024,23176,4697.579999999998,2167,229,1.9859154929577465,ABC TREASURE BOOK BOX 
2025,23177,5528.039999999997,2535,273,1.8311688311688312,TREASURE ISLAND BOOK BOX
2026,23178,943.9199999999997,330,70,4.762711864406779,JAM CLOCK MAGNET
2027,23179,930.4799999999997,324,53,6.2444444444444445,CLOCK MAGNET MUM'S KITCHEN
2028,23180,621.0899999999998,122,49,6.222222222222222,MUM'S KITCHEN CLOCK
2029,23181,1733.5700000000006,201,82,4.0588235294117645,BULL DOG BOTTLE TOP WALL CLOCK
2030,23182,3718.0900000000083,3777,446,1.4973544973544974,TOILET SIGN OCCUPIED OR VACANT
2031,23183,967.1700000000003,226,85,4.1940298507462686,MOTHER'S KITCHEN SPOON REST 
2032,23184,4764.499999999996,874,266,1.8169934640522876,BULL DOG BOTTLE OPENER
2033,23185,116.59,323,32,10.0,FRENCH STYLE STORAGE JAR JAM
2034,23186,819.4599999999999,1982,71,5.0181818181818185,FRENCH STYLE STORAGE JAR CAFE 
2035,23187,695.0599999999998,2338,75,5.111111111111111,FRENCH STYLE STORAGE JAR BONBONS
2036,23188,6451.070000000003,3473,339,1.4015748031496063,VINTAGE  2 METER FOLDING RULER
2037,23189,3507.5099999999975,1249,142,1.620253164556962,SET OF 12 FORK CANDLES
2038,23190,2761.900000000005,1702,203,1.7833333333333334,BUNDLE OF 3 SCHOOL EXERCISE BOOKS  
2039,23191,3656.940000000008,2218,293,1.4895104895104896,BUNDLE OF 3 RETRO NOTE BOOKS
2040,23192,6142.2900000000045,3533,357,1.4013157894736843,BUNDLE OF 3 ALPHABET EXERCISE BOOKS
2041,23193,4097.279999999998,1930,181,2.330578512396694,BUFFALO BILL TREASURE BOOK BOX
2042,23194,4086.369999999997,1839,221,2.1526717557251906,GYMKHANA TREASURE BOOK BOX
2043,23196,2848.0399999999995,1876,308,1.4322033898305084,VINTAGE LEAF MAGNETIC NOTEPAD
2044,23197,2323.8000000000034,1492,252,1.4824561403508771,SKETCHBOOK MAGNETIC SHOPPING LIST
2045,23198,5068.399999999988,3346,489,1.2142857142857142,PANTRY MAGNETIC  SHOPPING LIST
2046,23199,30475.649999999863,14920,988,1.2222222222222223,JUMBO BAG APPLES
2047,23200,14197.279999999899,7071,602,1.2055555555555555,JUMBO BAG PEARS
2048,23201,27890.169999999882,13379,916,1.2222222222222223,JUMBO BAG ALPHABET
2049,23202,21852.809999999892,10962,889,1.1793478260869565,JUMBO BAG VINTAGE LEAF
2050,23203,42067.780000000115,20503,1249,1.185792349726776,JUMBO BAG VINTAGE DOILY 
2051,23204,7741.940000000018,7976,586,1.3010752688172043,CHARLOTTE BAG APPLES DESIGN
2052,23205,5728.080000000004,5859,472,1.375,CHARLOTTE BAG VINTAGE ALPHABET 
2053,23206,20911.979999999992,12183,1071,1.2222222222222223,LUNCH BAG APPLE DESIGN
2054,23207,13360.199999999944,7851,767,1.2346938775510203,LUNCH BAG ALPHABET DESIGN
2055,23208,10498.009999999966,6342,688,1.268421052631579,LUNCH BAG VINTAGE LEAF DESIGN
2056,23209,21450.170000000002,13189,1123,1.1878453038674033,LUNCH BAG VINTAGE DOILY 
2057,23210,3617.780000000002,2902,207,2.1839080459770117,WHITE ROCKING HORSE HAND PAINTED
2058,23211,2933.0700000000024,2331,164,2.317073170731707,RED ROCKING HORSE HAND PAINTED
2059,23212,2865.8900000000026,2300,195,2.134831460674157,HEART WREATH DECORATION WITH BELL
2060,23213,2139.6700000000005,1683,156,2.4675324675324677,STAR WREATH DECORATION WITH BELL
2061,23214,1705.4400000000023,794,109,2.893939393939394,JINGLE BELL HEART ANTIQUE GOLD
2062,23215,7044.639999999998,3567,216,2.053763440860215,JINGLE BELL HEART ANTIQUE SILVER
2063,23216,630.7300000000001,525,45,4.871794871794871,LAUREL HEART ANTIQUE GOLD
2064,23217,1613.820000000001,1309,99,2.878787878787879,LAUREL HEART ANTIQUE SILVER
2065,23218,483.0299999999998,379,40,4.363636363636363,LAUREL STAR ANTIQUE GOLD
2066,23219,568.5999999999998,430,64,4.318181818181818,LAUREL STAR ANTIQUE SILVER 
2067,23220,869.9799999999997,994,105,3.05,REINDEER HEART DECORATION GOLD
2068,23221,1363.870000000001,1537,150,2.4935064935064934,REINDEER HEART DECORATION SILVER
2069,23222,718.5299999999995,799,77,3.3137254901960786,CHRISTMAS TREE HANGING GOLD
2070,23223,751.8499999999999,803,91,2.9649122807017543,CHRISTMAS TREE HANGING SILVER 
2071,23224,649.0199999999999,738,71,3.9583333333333335,CHERUB HEART DECORATION GOLD
2072,23225,1177.0000000000005,1356,89,3.1147540983606556,CHERUB HEART DECORATION SILVER 
2073,23226,1596.6700000000008,1247,99,2.6301369863013697,FILIGREE HEART DAISY WHITE
2074,23227,2070.0600000000004,1642,117,2.2386363636363638,FILIGREE HEART BUTTERFLY WHITE 
2075,23228,1960.0000000000011,1492,126,2.3734939759036147,FILIGREE HEART BIRD WHITE 
2076,23229,6739.710000000003,1869,256,1.5478260869565217,VINTAGE DONKEY TAIL GAME 
2077,23230,3228.42,8001,236,2.1710526315789473,WRAP ALPHABET DESIGN
2078,23231,3008.34,7277,260,1.9939759036144578,WRAP DOILEY DESIGN
2079,23232,3478.92,8626,243,2.116883116883117,WRAP VINTAGE LEAF DESIGN
2080,23233,2105.5,5175,159,2.945945945945946,WRAP POPPIES  DESIGN
2081,23234,5088.45000000001,1725,280,1.6330275229357798,BISCUIT TIN VINTAGE CHRISTMAS
2082,23235,1957.6899999999987,739,108,2.591549295774648,STORAGE TIN VINTAGE LEAF
2083,23236,7106.210000000019,2509,339,1.472,STORAGE TIN VINTAGE DOILY 
2084,23237,4278.540000000005,1054,178,1.7864077669902914,SET OF 4 KNICK KNACK TINS LEAF
2085,23238,7825.559999999981,1862,285,1.4015151515151516,SET OF 4 KNICK KNACK TINS LONDON 
2086,23239,3399.490000000009,853,186,1.8585858585858586,SET OF 4 KNICK KNACK TINS POPPIES
2087,23240,17037.51999999994,4186,550,1.2012987012987013,SET OF 4 KNICK KNACK TINS DOILY 
2088,23241,4709.069999999998,2184,374,1.295774647887324,TREASURE TIN GYMKHANA DESIGN
2089,23242,3037.11,1476,223,1.6140350877192982,TREASURE TIN BUFFALO BILL 
2090,23243,23514.170000000016,4805,474,1.2266666666666666,SET OF TEA COFFEE SUGAR TINS PANTRY
2091,23244,1733.9800000000034,936,112,2.271604938271605,ROUND STORAGE TIN VINTAGE LEAF
2092,23245,31177.94999999992,6357,882,1.1794871794871795,SET OF 3 REGENCY CAKE TINS
2093,23247,6715.930000000017,2206,315,1.7523809523809524,BISCUIT TIN 50'S CHRISTMAS
2094,23249,1445.8999999999994,854,82,3.0689655172413794,VINTAGE RED ENAMEL TRIM PLATE
2095,23250,1531.0299999999997,1179,110,2.3421052631578947,VINTAGE RED TRIM ENAMEL BOWL 
2096,23251,2107.0,1713,121,2.119047619047619,VINTAGE RED ENAMEL TRIM MUG 
2097,23252,2276.61,607,141,2.0,VINTAGE RED ENAMEL TRIM JUG 
2098,23253,3848.860000000002,258,70,4.196428571428571,16 PIECE CUTLERY SET PANTRY DESIGN
2099,23254,6932.160000000012,1710,307,1.64,CHILDRENS CUTLERY DOLLY GIRL 
2100,23255,4101.369999999996,1015,159,2.3142857142857145,CHILDRENS CUTLERY CIRCUS PARADE
2101,23256,8675.37000000002,2115,374,1.430232558139535,CHILDRENS CUTLERY SPACEBOY 
2102,23263,5184.690000000005,3893,487,1.3970588235294117,SET OF 3 WOODEN HEART DECORATIONS
2103,23264,2694.560000000003,1966,317,1.7596153846153846,SET OF 3 WOODEN SLEIGH DECORATIONS
2104,23265,2423.5400000000022,1784,317,1.7766990291262137,SET OF 3 WOODEN TREE DECORATIONS
2105,23266,2757.5700000000024,2064,342,1.6944444444444444,SET OF 3 WOODEN STOCKING DECORATION
2106,23267,1531.9500000000007,1202,111,2.380281690140845,SET OF 4 SANTA PLACE SETTINGS
2107,23268,2019.5900000000026,1448,90,3.4615384615384617,SET OF 2 CERAMIC CHRISTMAS REINDEER
2108,23269,1163.1300000000015,786,97,3.0508474576271185,SET OF 2 CERAMIC CHRISTMAS TREES
2109,23270,1659.3700000000038,1183,132,2.317073170731707,SET OF 2 CERAMIC PAINTED HEARTS 
2110,23271,1499.379999999999,1734,107,3.0338983050847457,CHRISTMAS TABLE SILVER CANDLE SPIKE
2111,23272,562.22,364,44,5.151515151515151,TREE T-LIGHT HOLDER WILLIE WINKIE
2112,23273,1649.0499999999986,969,113,2.527027027027027,HEART T-LIGHT HOLDER WILLIE WINKIE
2113,23274,2009.9499999999969,1183,123,2.6714285714285713,STAR T-LIGHT HOLDER WILLIE WINKIE
2114,23275,4557.970000000002,3749,341,1.532258064516129,SET OF 3 HANGING OWLS OLLIE BEAK
2115,23280,1614.9900000000025,2024,159,1.9814814814814814,FOLDING BUTTERFLY MIRROR HOT PINK 
2116,23281,1000.8200000000011,1280,104,2.6625,FOLDING BUTTERFLY MIRROR RED  
2117,23282,757.860000000001,812,137,2.3516483516483517,FOLDING BUTTERFLY MIRROR IVORY 
2118,23283,7003.380000000002,994,233,2.073394495412844,DOORMAT VINTAGE LEAF
2119,23284,38166.64000000005,5491,735,1.5694444444444444,DOORMAT KEEP CALM AND COME IN
2120,23285,4572.410000000009,4807,192,1.6981132075471699,PINK VINTAGE SPOT BEAKER
2121,23286,4747.620000000011,5048,222,1.5384615384615385,BLUE VINTAGE SPOT BEAKER
2122,23287,1613.5899999999986,1891,202,1.6728971962616823,RED VINTAGE SPOT BEAKER
2123,23288,4444.230000000004,4625,186,1.651376146788991,GREEN VINTAGE SPOT BEAKER
2124,23289,2013.7000000000014,1622,192,1.6728971962616823,DOLLY GIRL CHILDRENS BOWL
2125,23290,2899.100000000001,2437,215,1.5169491525423728,SPACEBOY CHILDRENS BOWL
2126,23291,2060.2800000000016,1635,197,1.6574074074074074,DOLLY GIRL CHILDRENS CUP
2127,23292,2704.5800000000027,2182,224,1.5169491525423728,SPACEBOY CHILDRENS CUP
2128,23293,7001.990000000021,8486,562,1.171875,SET OF 12 FAIRY CAKE BAKING CASES
2129,23294,3631.049999999998,4420,365,1.271186440677966,SET OF 6 SNACK LOAF BAKING CASES
2130,23295,5078.430000000002,6140,455,1.1811023622047243,SET OF 12 MINI LOAF BAKING CASES
2131,23296,5988.049999999997,4981,383,1.2396694214876034,SET OF 6 TEA TIME BAKING CASES
2132,23297,6792.229999999986,4303,163,2.586206896551724,SET 40 HEART SHAPE PETIT FOUR CASES
2133,23298,43182.82999999982,8473,1165,1.1837837837837837,SPOTTY BUNTING
2134,23299,3784.130000000001,1015,148,2.3548387096774195,FOOD COVER WITH BEADS SET 2 
2135,23300,11815.689999999991,6827,773,1.1954022988505748,GARDENERS KNEELING PAD CUP OF TEA 
2136,23301,16357.04999999995,8825,926,1.1954022988505748,GARDENERS KNEELING PAD KEEP CALM 
2137,23302,2194.619999999998,1544,236,1.7478991596638656,KNEELING MAT HOUSEWORK  DESIGN
2138,23303,126.75,65,6,7.333333333333333,SET 4 PICNIC CUTLERY FONDANT
2139,23304,138.45000000000002,71,9,6.666666666666667,SET 4 PICNIC CUTLERY CHERRY 
2140,23305,159.9,82,9,5.875,SET 4 PICNIC CUTLERY BLUEBERRY
2141,23306,4123.380000000011,2808,279,1.5203252032520325,SET OF 36 DOILIES PANTRY DESIGN
2142,23307,6379.589999999985,12063,654,1.2038216560509554,SET OF 60 PANTRY DESIGN CAKE CASES 
2143,23308,3279.2100000000014,6151,394,1.2466666666666666,SET OF 60 VINTAGE LEAF CAKE CASES 
2144,23309,4527.200000000001,8332,430,1.25,SET OF 60 I LOVE LONDON CAKE CASES 
2145,23310,4997.279999999981,12050,246,1.4878048780487805,BUBBLEGUM RING ASSORTED
2146,23311,6488.200000000027,2390,347,1.494949494949495,VINTAGE CHRISTMAS STOCKING 
2147,23312,5968.299999999998,1424,219,1.576086956521739,VINTAGE CHRISTMAS GIFT SACK
2148,23313,15833.310000000018,2997,413,1.4423076923076923,VINTAGE CHRISTMAS BUNTING
2149,23314,5037.960000000001,409,119,2.0136986301369864,VINTAGE CHRISTMAS TABLECLOTH
2150,23315,2094.2400000000016,213,86,2.640625,IVORY REFECTORY CLOCK
2151,23316,2511.590000000002,251,111,2.1125,RED REFECTORY CLOCK 
2152,23317,1787.4100000000017,174,83,2.8135593220338984,BLUE REFECTORY CLOCK 
2153,23318,9167.389999999965,3811,384,1.6122448979591837,BOX OF 6 MINI VINTAGE CRACKERS
2154,23319,9266.839999999955,3739,419,1.4903846153846154,BOX OF 6 MINI 50'S CRACKERS
2155,23320,7072.1600000000135,2668,344,1.6020408163265305,GIANT 50'S CHRISTMAS CRACKER
2156,23321,8473.269999999997,4737,653,1.2039473684210527,SMALL WHITE HEART OF WICKER
2157,23322,8925.409999999982,3085,583,1.2162162162162162,LARGE WHITE HEART OF WICKER
2158,23323,3155.179999999994,1473,306,1.4695652173913043,WHITE WICKER STAR 
2159,23324,816.0400000000001,399,44,3.4054054054054053,RUSTIC STRAWBERRY JAM POT LARGE 
2160,23325,740.9399999999998,462,35,4.0,RUSTIC STRAWBERRY JAM POT SMALL
2161,23326,2237.7099999999996,3443,77,2.4,HANGING MINI COLOURED BOTTLES
2162,23327,1051.1399999999999,1734,42,4.172413793103448,HANGING CLEAR MINI BOTTLE
2163,23328,13284.49,2845,413,1.1714285714285715,SET 6 SCHOOL MILK BOTTLES IN CRATE
2164,23329,3056.3400000000056,1778,261,1.3333333333333333,DECORATIVE WICKER HEART LARGE
2165,23330,2299.4700000000007,1804,231,1.3516483516483517,DECORATIVE WICKER HEART MEDIUM
2166,23331,1062.279999999999,1596,114,1.8333333333333333,DECORATIVE WICKER HEART SMALL
2167,23332,3570.7600000000043,2076,301,1.3191489361702127,IVORY WICKER HEART LARGE
2168,23333,2721.7000000000007,2110,249,1.3516483516483517,IVORY WICKER HEART MEDIUM
2169,23334,1491.7500000000011,2271,136,1.6849315068493151,IVORY WICKER HEART SMALL
2170,23335,792.8600000000007,378,98,2.557142857142857,EGG FRYING PAN IVORY 
2171,23336,521.3299999999998,226,87,2.9344262295081966,EGG FRYING PAN PINK 
2172,23337,388.74999999999994,180,69,3.5098039215686274,EGG FRYING PAN MINT 
2173,23338,915.4000000000011,431,109,2.608695652173913,EGG FRYING PAN RED 
2174,23339,404.99999999999983,175,77,3.5098039215686274,EGG FRYING PAN BLUE 
2175,23340,4053.880000000006,2512,153,1.7466666666666666,VINTAGE CHRISTMAS CAKE FRILL
2176,23341,2749.8500000000013,308,122,2.1265822784810124,PINK DINER WALL CLOCK
2177,23342,3193.4100000000008,375,165,1.68,MINT DINER WALL CLOCK
2178,23343,13978.949999999963,6081,489,1.4916666666666667,JUMBO BAG VINTAGE CHRISTMAS 
2179,23344,23815.74999999997,10306,732,1.3014705882352942,JUMBO BAG 50'S CHRISTMAS 
2180,23345,2891.250000000002,2455,179,1.422680412371134, DOLLY GIRL BEAKER
2181,23346,3117.3400000000015,2632,188,1.4375,SPACEBOY BEAKER
2182,23347,1077.3000000000004,860,98,1.7692307692307692,I LOVE LONDON BEAKER
2183,23348,1642.130000000002,750,173,2.9375,CHILDRENS TOY COOKING UTENSIL SET
2184,23349,4355.100000000008,3231,348,1.3956043956043955,ROLL WRAP VINTAGE CHRISTMAS
2185,23350,3456.3300000000036,2721,314,1.3368421052631578,ROLL WRAP VINTAGE SPOT 
2186,23351,4880.650000000002,3539,361,1.4111111111111112,ROLL WRAP 50'S CHRISTMAS
2187,23352,2462.9500000000016,1803,215,1.6493506493506493,ROLL WRAP 50'S RED CHRISTMAS 
2188,23353,3517.520000000004,4016,335,1.372340425531915,6 GIFT TAGS VINTAGE CHRISTMAS 
2189,23354,3431.8900000000067,3743,332,1.3578947368421053,6 GIFT TAGS 50'S CHRISTMAS 
2190,23355,28842.550000000003,5841,805,1.1595744680851063,HOT WATER BOTTLE KEEP CALM
2191,23356,13494.970000000041,2386,500,1.184782608695652,LOVE HOT WATER BOTTLE
2192,23357,1993.599999999999,453,105,1.8333333333333333,HOT WATER BOTTLE SEX BOMB
2193,23358,2012.13,595,90,1.9642857142857142,HOT STUFF HOT WATER BOTTLE
2194,23359,1872.3100000000015,993,80,2.15,SET OF 12 T-LIGHTS VINTAGE DOILY
2195,23360,2296.150000000003,1187,119,1.8169014084507042,SET 8 CANDLES VINTAGE DOILY
2196,23365,1464.3800000000006,1859,175,1.3928571428571428,SET 12 COLOUR PENCILS LOVE LONDON
2197,23366,1670.5499999999995,2253,199,1.21875,SET 12 COLOURING PENCILS DOILY
